molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units
CHEMBL406004,OCCN(CCO)c1c(Br)cccc1Nc1ncnc2ccncc12,IC50,12.02,nM
CHEMBL272477,OCN(CO)c1c(Br)cccc1Nc1ncnc2ccncc12,IC50,14.13,nM
CHEMBL410635,CN(CC(O)CO)c1c(Br)cccc1Nc1ncnc2ccncc12,IC50,3.236,nM
CHEMBL270695,OCC(O)CNc1c(Br)cccc1Nc1ncnc2ccncc12,IC50,0.9333,nM
CHEMBL408397,CN(CCO)c1c(Br)cccc1Nc1ncnc2ccncc12,IC50,2.63,nM
CHEMBL270696,OCCNc1c(Br)cccc1Nc1ncnc2ccncc12,IC50,0.2455,nM
CHEMBL416307,Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,IC50,3.02,nM
CHEMBL299881,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,IC50,2.344,nM
CHEMBL52829,Cc1cccc(Nc2ncnc3cnc(N(C)C)nc23)c1,IC50,4.074,nM
CHEMBL52591,CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,IC50,4.365,nM
CHEMBL298931,Cc1cccc(Nc2ncnc3cnc(N)nc23)c1,IC50,17.38,nM
CHEMBL52823,Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1,IC50,380.19,nM
CHEMBL271328,Brc1cccc(Nc2ncnc3cnc(NCCn4ccnc4)nc23)c1,IC50,2.344,nM
CHEMBL53426,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,IC50,0.2512,nM
CHEMBL417420,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,IC50,2.951,nM
CHEMBL294475,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,IC50,0.8128,nM
CHEMBL51854,COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,3.802,nM
CHEMBL53777,CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,0.955,nM
CHEMBL299622,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,0.7762,nM
CHEMBL53831,Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,1.514,nM
CHEMBL53311,Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,83.18,nM
CHEMBL53310,CNc1ncc2ncnc(Nc3ccccc3)c2n1,IC50,13.18,nM
CHEMBL301549,COc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,IC50,263.03,nM
CHEMBL50245,CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2n1,IC50,331.13,nM
CHEMBL298637,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,IC50,52.48,nM
CHEMBL291701,Fc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,IC50,691.83,nM
CHEMBL54474,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,IC50,954.99,nM
CHEMBL54475,Brc1cccc(Nc2ncnc3ncccc23)c1,IC50,691.83,nM
CHEMBL53299,COc1ccc(CNc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)cc1,IC50,2.344,nM
CHEMBL53062,COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,2.63,nM
CHEMBL53121,Fc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,125.89,nM
CHEMBL296377,Clc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,40.74,nM
CHEMBL51265,Brc1cccc(Nc2ncnc3cnccc23)c1,IC50,51.29,nM
CHEMBL405772,Cc1cccc(Nc2ncnc3ccncc23)c1N,IC50,40.74,nM
CHEMBL402452,Nc1c(O)cccc1Nc1ncnc2ccncc12,IC50,70.79,nM
CHEMBL270975,Nc1c(Cl)cccc1Nc1ncnc2ccncc12,IC50,120.23,nM
CHEMBL270924,Nc1c(F)cccc1Nc1ncnc2ccncc12,IC50,851.14,nM
CHEMBL271540,CN(C)c1ccc(Nc2ncnc3ccncc23)c(N)c1,IC50,4897.79,nM
CHEMBL406236,CN(C)c1cccc(Nc2ncnc3ccncc23)c1N,IC50,1819.7,nM
CHEMBL124618,Nc1cc2ncnc(Nc3ccccc3N)c2cn1,IC50,5370.32,nM
CHEMBL407591,COc1ccc(Nc2ncnc3ccncc23)c(N)c1,IC50,676.08,nM
CHEMBL441335,COc1cccc(Nc2ncnc3ccncc23)c1N,IC50,131.83,nM
CHEMBL408105,COc1cc2ncnc(Nc3ccccc3N)c2cn1,IC50,3715.35,nM
CHEMBL408351,Nc1cc(C(F)(F)F)ccc1Nc1ncnc2ccncc12,IC50,4786.3,nM
CHEMBL271617,Nc1cc(Br)ccc1Nc1ncnc2ccncc12,IC50,25.7,nM
CHEMBL258598,Nc1c(Br)cccc1Nc1ncnc2ccncc12,IC50,10.0,nM
CHEMBL273116,Nc1ccccc1Nc1ncnc2cc(Br)ncc12,IC50,245.47,nM
CHEMBL441332,Nc1c(Nc2ncnc3ccncc23)cccc1[N+](=O)[O-],IC50,40.74,nM
CHEMBL272258,Nc1ccccc1Nc1ncnc2ccncc12,IC50,251.19,nM
CHEMBL441333,COc1c(Br)cccc1Nc1ncnc2ccncc12,IC50,39.81,nM
CHEMBL269889,Fc1c(Br)cccc1Nc1ncnc2ccncc12,IC50,13.18,nM
CHEMBL270921,CC(=O)Nc1c(Br)cccc1Nc1ncnc2ccncc12,IC50,29.51,nM
CHEMBL52665,Brc1cccc(Nc2ncnc3ccncc23)c1,IC50,35.48,nM
CHEMBL50519,COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,4.365,nM
CHEMBL53796,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,9.772,nM
CHEMBL53156,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,3.162,nM
CHEMBL54788,Fc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,44.67,nM
CHEMBL291496,Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,18.2,nM
CHEMBL300217,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,7.762,nM
CHEMBL54805,Brc1cccc(Nc2ncnc3cccnc23)c1,IC50,34.67,nM
CHEMBL328106,COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC,IC50,0.07244,nM
CHEMBL418967,CCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCC,IC50,0.1738,nM
CHEMBL35820,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,IC50,0.006026,nM
CHEMBL66409,O=[N+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,IC50,25.12,nM
CHEMBL65038,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],IC50,15.14,nM
CHEMBL92936,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],IC50,69.18,nM
CHEMBL63469,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,IC50,6.607,nM
CHEMBL96780,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,IC50,3.802,nM
CHEMBL96489,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,IC50,162.18,nM
CHEMBL92937,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,IC50,0.6918,nM
CHEMBL90013,CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,11.22,nM
CHEMBL420254,CCNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,12.02,nM
CHEMBL92812,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,7.079,nM
CHEMBL93461,CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,40.74,nM
CHEMBL93302,Oc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,4.786,nM
CHEMBL328691,COC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,12.02,nM
CHEMBL52015,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,85.11,nM
CHEMBL50344,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,4.074,nM
CHEMBL316064,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,IC50,0.2455,nM
CHEMBL96065,COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,IC50,0.8913,nM
CHEMBL7917,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,IC50,0.3162,nM
CHEMBL94431,COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC,IC50,3.802,nM
CHEMBL94191,COc1cc2ncnc(Nc3ccccc3)c2cc1OC,IC50,29.51,nM
CHEMBL93284,O=[N+]([O-])c1ccc2c(Nc3cccc(I)c3)ncnc2c1,IC50,549.54,nM
CHEMBL93635,O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,IC50,812.83,nM
CHEMBL329183,O=[N+]([O-])c1ccc2c(Nc3cccc(F)c3)ncnc2c1,IC50,6165.95,nM
CHEMBL433205,Nc1ccc2c(Nc3cccc(C(F)(F)F)c3)ncnc2c1,IC50,3.311,nM
CHEMBL330224,Nc1ccc2c(Nc3ccccc3)ncnc2c1,IC50,100.0,nM
CHEMBL539102,COc1ccc2ncnc(Nc3ccccc3)c2c1.Cl,IC50,120.23,nM
CHEMBL328244,Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,IC50,575.44,nM
CHEMBL89940,Nc1ccc2ncnc(Nc3ccccc3)c2c1,IC50,776.25,nM
CHEMBL328879,COc1ccc2ncnc(Nc3ccccc3)c2c1,IC50,56.23,nM
CHEMBL92985,Fc1cccc(Nc2ncnc3ccccc23)c1,IC50,56.23,nM
CHEMBL328216,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,IC50,0.1202,nM
CHEMBL93032,Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1O,IC50,0.1738,nM
CHEMBL93181,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,10.0,nM
CHEMBL94275,O=[N+]([O-])c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,1000.0,nM
CHEMBL52197,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,354.81,nM
CHEMBL329161,O=[N+]([O-])c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,912.01,nM
CHEMBL92824,FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,IC50,588.84,nM
CHEMBL92825,Ic1cccc(Nc2ncnc3ccccc23)c1,IC50,81.28,nM
CHEMBL290096,Brc1cccc(Nc2ncnc3ccccc23)c1,IC50,27.54,nM
CHEMBL329672,Clc1cccc(Nc2ncnc3ccccc23)c1,IC50,23.44,nM
CHEMBL441083,Cc1cccc(Nc2ncnc3ccccc23)c1,IC50,912.01,nM
CHEMBL410659,Nc1nccn2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)nc2[C@H]1C[C@@H](CN2CCC2)C1,IC50,9600.0,nM
CHEMBL260861,COc1cc(Nc2nn3c(N[C@H](CO)Cc4ccccc4)cc(C4CC4)nc3c2C(N)=O)cc(OC)c1,IC50,2400.0,nM
CHEMBL407534,O=C(O)/C=C/c1cc(CO)ccc1CO,IC50,780.0,nM
CHEMBL406845,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,IC50,480.0,nM
CHEMBL258940,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,IC50,3.0,nM
CHEMBL258940,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,IC50,3.0,nM
CHEMBL411901,CCn1cnc2c(N)nc(N(c3cccc(Cl)c3)[C@@H]3CCCC[C@@H]3N)nc21,IC50,10000.0,nM
CHEMBL244948,O=c1ccc2ccc(O)c(O)c2o1,IC50,7670.0,nM
CHEMBL328216,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,IC50,0.12,nM
CHEMBL387187,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,IC50,21.0,nM
CHEMBL387187,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,IC50,63.0,nM
CHEMBL387187,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,IC50,4.0,nM
CHEMBL35820,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,IC50,0.006,nM
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,IC50,2600.0,nM
CHEMBL406375,c1ccc(-c2n[nH]c3c2oc2ccccc23)cc1,IC50,10000.0,nM
CHEMBL120077,COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(F)c3)c1C2,IC50,100000.0,nM
CHEMBL86943,CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,IC50,100000.0,nM
CHEMBL408565,O=C1Nc2ccccc2/C1=C/c1cc2c([nH]1)CCC(Br)C2,IC50,100000.0,nM
CHEMBL408565,O=C1Nc2ccccc2/C1=C/c1cc2c([nH]1)CCC(Br)C2,IC50,13300.0,nM
CHEMBL261238,CN(c1cccnc1)c1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cn1,IC50,5000000.0,nM
CHEMBL258726,CC(C)(C)c1cc(C=C2C(=O)C=CC2=O)cc(C(C)(C)C)c1O,IC50,320000.0,nM
CHEMBL437612,Cc1cc(C=C2C(=O)C=CC2=O)cc(C)c1O,IC50,440000.0,nM
CHEMBL76904,N#CC(C#N)=Cc1ccc(O)c(O)c1,IC50,40000.0,nM
CHEMBL56543,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,IC50,100.0,nM
CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,IC50,0.025,nM
CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,Ki,0.006,nM
CHEMBL13485,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,IC50,20000.0,nM
CHEMBL258805,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,IC50,10000.0,nM
CHEMBL259394,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4)cc3F)c2cc1OC,IC50,500.0,nM
CHEMBL179815,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)cc3F)c2cc1OC,IC50,500.0,nM
CHEMBL259395,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccccc4F)cc3F)c2cc1OC,IC50,500.0,nM
CHEMBL3545252,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,Kd,0.82,nM
CHEMBL437469,CC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](Cc1ccc(C)cc1)NC(=O)[C@H](CCCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)Cc1ccccc1)[C@@H](C)CC)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCNC(=N)N)C(N)=O)[C@@H](C)CC)[C@@H](C)CC,Kd,0.94,nM
CHEMBL258694,Cc1nnc(-c2cn3ncnc(Nc4cnc5[nH]ccc5c4)c3c2C(C)C)o1,IC50,150.0,nM
CHEMBL261592,Cc1cc2cc(Nc3ncnn4cc(-c5nnc(C)o5)c(C(C)C)c34)cnc2[nH]1,IC50,1000.0,nM
CHEMBL445162,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,IC50,30000.0,nM
CHEMBL255871,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,IC50,8.0,nM
CHEMBL255237,COCCO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,IC50,14.0,nM
CHEMBL255236,COc1ccccc1CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,IC50,47.0,nM
CHEMBL255438,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/OCc1ccccc1,IC50,23.0,nM
CHEMBL402293,CC(C)O/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,IC50,14.0,nM
CHEMBL430031,CC(C)CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,IC50,32.0,nM
CHEMBL402294,CCO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,IC50,5.0,nM
CHEMBL256295,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/O,IC50,12.0,nM
CHEMBL256297,CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,IC50,12.0,nM
CHEMBL257815,CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,IC50,16.0,nM
CHEMBL257814,CO/N=C/c1c(N)ncnc1Nc1ccc2c(c1)CCN2Cc1cccc(F)c1,IC50,57.0,nM
CHEMBL402316,CO/N=C/c1c(N)ncnc1Nc1ccc2[nH]c(Cc3cccc(F)c3)nc2c1,IC50,48.0,nM
CHEMBL257816,CO/N=C/c1c(N)ncnc1Nc1ccc2c(ccn2Cc2cccc(F)c2)c1,IC50,13.0,nM
CHEMBL256527,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccc(F)cc2)c1,IC50,104.0,nM
CHEMBL256529,CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2cc(F)cc(F)c2)c(Cl)c1,IC50,33.0,nM
CHEMBL403357,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(OC)c2)c1,IC50,267.0,nM
CHEMBL255865,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(C#N)c2)c1,IC50,20.0,nM
CHEMBL255656,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(Cl)c2)c1,IC50,23.0,nM
CHEMBL402113,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccccc2)c1,IC50,44.0,nM
CHEMBL255866,CO/N=C/c1c(N)ncnc1Nc1ccc2[nH]ncc2c1,IC50,306.0,nM
CHEMBL255291,CO/N=C/c1c(N)ncnc1NCc1ccc(F)c(Cl)c1,IC50,1123.0,nM
CHEMBL402149,CO/N=C/c1c(N)ncnc1Nc1cccc(Br)c1,IC50,24.0,nM
CHEMBL255490,CO/N=C/c1c(N)ncnc1Nc1ccc(F)c(Cl)c1,IC50,70.0,nM
CHEMBL498247,CCC(C)[C@@H]1[C@@](C)(C(=O)/C=C/OC)[C@H]2[C@H](C)C[C@@](C)(O)C[C@]2(O)C(=O)[C@@]1(C)O,IC50,10500.0,nM
CHEMBL498249,CO[C@H](C)c1c(O)cc2c(c1O)C(=O)c1c(cc(O)c(O)c1O)C2=O,IC50,41000.0,nM
CHEMBL498248,CO[C@H](C)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,IC50,27500.0,nM
CHEMBL524820,C[C@@H](O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,IC50,37500.0,nM
CHEMBL443169,CCC(C)[C@@H]1[C@@](C)(C(=O)/C=C/N(c2ccccc2)c2ccc3ccccc3c2)[C@H]2[C@H](C)C[C@@](C)(O)C[C@]2(O)C(=O)[C@@]1(C)O,IC50,100000.0,nM
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,IC50,1000000.0,nM
CHEMBL436817,N#Cc1cnc2c(Cl)cc(NCc3cnc[nH]3)cc2c1Nc1ccc(F)c(Cl)c1,IC50,40000.0,nM
CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,0.08,nM
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,IC50,3.6,nM
CHEMBL188762,CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,0.43,nM
CHEMBL94061,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,0.22,nM
CHEMBL13485,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,IC50,3000.0,nM
CHEMBL485070,CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,IC50,400.0,nM
CHEMBL490780,CCOc1cc(/C=C2/CCNC2=O)cc(CSc2ccccc2)c1O,IC50,900.0,nM
CHEMBL85021,CC(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)C)c1O,IC50,400.0,nM
CHEMBL522116,CSCc1cc(/C=C2\C(=O)Nc3ccccc32)cc(CSC)c1O,IC50,400.0,nM
CHEMBL2372245,CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c(F)c(F)c(O)c(F)c1F)C(=O)NCC(=O)O,Ki,20000.0,nM
CHEMBL2372245,CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c(F)c(F)c(O)c(F)c1F)C(=O)NCC(=O)O,Ki,4000.0,nM
CHEMBL293798,N#CC(C#N)=C1C(=O)Nc2ccccc21,IC50,3000.0,nM
CHEMBL1202061,CCOC(=O)C(=O)Oc1ccc(-c2c(C(=O)OCC)oc3cc(O)cc(O)c3c2=O)cc1.O=C(O)C(=O)O,IC50,1000.0,nM
CHEMBL55748,N#CC(C#N)=C1C(=O)Nc2ccc(O)cc21,IC50,10000.0,nM
CHEMBL56964,COc1cc2c(cc1O)NC(=O)C2=C(C#N)C#N,IC50,60000.0,nM
CHEMBL57462,N#CC(C#N)=C1C(=O)Nc2cc(O)c(O)cc21,IC50,3000.0,nM
CHEMBL57300,N#CC(C#N)=C1CCc2c1ccc(O)c2O,IC50,7000.0,nM
CHEMBL490768,N#C/C(=C\c1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C(N)=O,IC50,400.0,nM
CHEMBL293584,N#CC(C#N)=C1CCc2cc(O)c(O)cc21,IC50,500.0,nM
CHEMBL504173,CC(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)C)c1O,IC50,1000.0,nM
CHEMBL490570,CC(C)(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)(C)C)c1O,IC50,50000.0,nM
CHEMBL538909,N#C/C(=C/c1cc(Cc2ccccc2)c(O)c(Cc2ccccc2)c1)C(N)=O,IC50,600.0,nM
CHEMBL490569,N#C/C(=C\c1cc(CSc2ccccc2)c(O)c(OCc2ccccc2)c1)C(N)=O,IC50,800.0,nM
CHEMBL483232,CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2cccc(OC)c2)c1O,IC50,4000.0,nM
CHEMBL483233,CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O,IC50,3000.0,nM
CHEMBL116595,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,IC50,500.0,nM
CHEMBL520839,CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,IC50,20000.0,nM
CHEMBL418906,CC(C)(C)OC(=O)NCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,IC50,1000.0,nM
CHEMBL490987,CC(C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,IC50,1000.0,nM
CHEMBL76958,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,IC50,1000.0,nM
CHEMBL307481,O=[N+]([O-])/C=C/c1ccc(O)cc1,IC50,10000.0,nM
CHEMBL56132,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1,IC50,1000.0,nM
CHEMBL520493,N#C/C(=C/c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,IC50,10000.0,nM
CHEMBL490577,N#C/C(=C/c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,IC50,100.0,nM
CHEMBL296407,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,IC50,10000.0,nM
CHEMBL76589,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1,IC50,100.0,nM
CHEMBL80745,COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O,IC50,1000.0,nM
CHEMBL309598,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,IC50,10000.0,nM
CHEMBL454002,N#CC(C#N)=C(C#N)c1cc(O)cc(O)c1,IC50,10000.0,nM
CHEMBL474267,N#CC(C#N)=C(C#N)c1ccc(O)c(O)c1,IC50,10000.0,nM
CHEMBL26001,O=P(O)(O)C(O)c1ccc2ccccc2c1,IC50,200000.0,nM
CHEMBL488101,C[C@H](NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)N[C@@H](C)C(=O)NCCN.Cl,IC50,20000.0,nM
CHEMBL76929,COC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1O,IC50,2000.0,nM
CHEMBL77401,COC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,IC50,2000.0,nM
CHEMBL56879,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,IC50,2000.0,nM
CHEMBL59145,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1Cl,IC50,2000.0,nM
